niter,enrichment,pcv,seqdepth,targetNreads,Filenames
5833,0.5,3,20008347,10004174,GCA_020423435.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna
5834,0.5,3,20003833,10001916,GCA_009849105.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna
5835,0.5,3,20007319,10003660,GCA_009850075.1.fna_post_extract.fna|GCA_009849925.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna
5836,0.5,3,20000262,10000131,GCA_018594125.1.fna_post_extract.fna|GCA_009849505.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna
5837,0.5,3,19996237,9998118,GCA_009852345.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna
5838,0.5,3,20004337,10002168,GCA_009848805.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna
5839,0.5,3,20009238,10004619,GCA_020423455.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_009849455.1.fna_post_extract.fna
5840,0.5,3,20001650,10000825,GCA_029855565.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009849065.1.fna_post_extract.fna
5841,0.5,3,19999844,9999922,GCA_009848935.1.fna_post_extract.fna|GCA_009852055.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna
5842,0.5,3,20006337,10003168,GCA_009848805.1.fna_post_extract.fna|GCA_020423435.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna
5843,0.5,3,19992727,9996364,GCA_009850175.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna
5844,0.5,3,20000626,10000313,GCA_018594015.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna
5845,0.5,3,20003882,10001941,GCA_009849425.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna
5846,0.5,3,20003819,10001910,GCA_009849885.1.fna_post_extract.fna|GCA_018593595.1.fna_post_extract.fna|GCA_009851975.1.fna_post_extract.fna
5847,0.5,3,19999434,9999717,GCA_029855605.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna
5848,0.5,3,19999239,9999620,GCA_018593735.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009848875.1.fna_post_extract.fna
5849,0.5,3,20002918,10001459,GCA_009849015.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009849545.1.fna_post_extract.fna
5850,0.5,3,19997165,9998582,GCA_009851735.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna
5851,0.5,3,19998369,9999184,GCA_029855345.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna
5852,0.5,3,19996568,9998284,GCA_009851845.1.fna_post_extract.fna|GCA_009851545.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna
5853,0.5,3,20000260,10000130,GCA_009851905.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna
5854,0.5,3,20000352,10000176,GCA_009848885.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna
5855,0.5,3,19997119,9998560,GCA_018593895.1.fna_post_extract.fna|GCA_009852245.1.fna_post_extract.fna|GCA_009849465.1.fna_post_extract.fna
5856,0.5,3,19997998,9998999,GCA_009848925.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna
5857,0.5,3,19999153,9999576,GCA_009849015.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna
5858,0.5,3,19994223,9997112,GCA_018593675.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna
5859,0.5,3,20004989,10002494,GCA_009849195.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna|GCA_009849205.1.fna_post_extract.fna
5860,0.5,3,19988993,9994496,GCA_009849005.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna
5861,0.5,3,19995462,9997731,GCA_018594035.1.fna_post_extract.fna|GCA_018593865.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna
5862,0.5,3,20008213,10004106,GCA_009849055.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna
5863,0.5,3,20000622,10000311,GCA_009849935.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna
5864,0.5,3,20001962,10000981,GCA_018593415.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna
5865,0.5,3,20000074,10000037,GCA_018593815.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna
5866,0.5,3,19993037,9996518,GCA_018593635.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna
5867,0.5,3,20000298,10000149,GCA_009851845.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna
5868,0.5,3,20000630,10000315,GCA_009848755.1.fna_post_extract.fna|GCA_029855505.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna
5869,0.5,3,19999077,9999538,GCA_029855625.1.fna_post_extract.fna|GCA_029855905.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna
5870,0.5,3,19993610,9996805,GCA_018594075.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna
5871,0.5,3,19995808,9997904,GCA_009849885.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna
5872,0.5,3,19998663,9999332,GCA_009851745.1.fna_post_extract.fna|GCA_018593855.1.fna_post_extract.fna|GCA_009849495.1.fna_post_extract.fna
5873,0.5,3,19999713,9999856,GCA_009848995.1.fna_post_extract.fna|GCA_018593815.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna
5874,0.5,3,19994077,9997038,GCA_029855885.1.fna_post_extract.fna|GCA_009848695.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna
5875,0.5,3,19993146,9996573,GCA_009851805.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna
5876,0.5,3,20008015,10004008,GCA_018594095.1.fna_post_extract.fna|GCA_009852305.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna
5877,0.5,3,19997915,9998958,GCA_009851585.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna
5878,0.5,3,19997214,9998607,GCA_009851715.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna
5879,0.5,3,19994735,9997368,GCA_009850135.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna
5880,0.5,3,19996300,9998150,GCA_029855605.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna
5881,0.5,3,19999894,9999947,GCA_009849355.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna
5882,0.5,3,20006622,10003311,GCA_018593675.1.fna_post_extract.fna|GCA_018593595.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna
5883,0.5,3,19997958,9998979,GCA_009849505.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna
5884,0.5,3,19998645,9999322,GCA_009852155.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_009849235.1.fna_post_extract.fna
5885,0.5,3,19997727,9998864,GCA_009849355.1.fna_post_extract.fna|GCA_009849145.1.fna_post_extract.fna|GCA_018593765.1.fna_post_extract.fna
5886,0.5,3,19999675,9999838,GCA_018592035.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna|GCA_009848775.1.fna_post_extract.fna
5887,0.5,3,20002187,10001094,GCA_009848925.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna
5888,0.5,3,19999240,9999620,GCA_018593755.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna
5889,0.5,3,20002020,10001010,GCA_009849385.1.fna_post_extract.fna|GCA_029855885.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna
5890,0.5,3,19999454,9999727,GCA_018594095.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna|GCA_009849415.1.fna_post_extract.fna
5891,0.5,3,19999094,9999547,GCA_009850205.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_018594025.1.fna_post_extract.fna
5892,0.5,3,20005448,10002724,GCA_009852235.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna
5893,0.5,3,20000008,10000004,GCA_018594175.1.fna_post_extract.fna|GCA_009848755.1.fna_post_extract.fna|GCA_009852285.1.fna_post_extract.fna
5894,0.5,3,19999645,9999822,GCA_018594015.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna
5895,0.5,3,19998518,9999259,GCA_029855825.1.fna_post_extract.fna|GCA_009851745.1.fna_post_extract.fna|GCA_009851925.1.fna_post_extract.fna
5896,0.5,3,20002435,10001218,GCA_009848855.1.fna_post_extract.fna|GCA_009852275.1.fna_post_extract.fna|GCA_009849885.1.fna_post_extract.fna
5897,0.5,3,20005185,10002592,GCA_020423475.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna
5898,0.5,3,19996307,9998154,GCA_018594075.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_009849465.1.fna_post_extract.fna
5899,0.5,3,20003122,10001561,GCA_009851565.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna|GCA_009851895.1.fna_post_extract.fna
5900,0.5,3,19997229,9998614,GCA_009849015.1.fna_post_extract.fna|GCA_009852285.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna
5901,0.5,3,20000644,10000322,GCA_009848925.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna
5902,0.5,3,20002871,10001436,GCA_029855825.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna
5903,0.5,3,20011993,10005996,GCA_016453425.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna
5904,0.5,3,19997057,9998528,GCA_029855505.1.fna_post_extract.fna|GCA_009852285.1.fna_post_extract.fna|GCA_018594075.1.fna_post_extract.fna
5905,0.5,3,19997951,9998976,GCA_009851585.1.fna_post_extract.fna|GCA_018594235.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna
5906,0.5,3,19996731,9998366,GCA_009849015.1.fna_post_extract.fna|GCA_009849325.1.fna_post_extract.fna|GCA_009848885.1.fna_post_extract.fna
5907,0.5,3,19999896,9999948,GCA_018593895.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna
5908,0.5,3,20001578,10000789,GCA_029855585.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna
5909,0.5,3,19996796,9998398,GCA_020423475.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_009849465.1.fna_post_extract.fna
5910,0.5,3,19995188,9997594,GCA_018593675.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna
5911,0.5,3,20002653,10001326,GCA_009849885.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna
5912,0.5,3,19995906,9997953,GCA_009848885.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna
5913,0.5,3,20008494,10004247,GCA_018594095.1.fna_post_extract.fna|GCA_009849375.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna
5914,0.5,3,20000565,10000282,GCA_018594235.1.fna_post_extract.fna|GCA_009849095.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna
5915,0.5,3,19996834,9998417,GCA_009848935.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna
5916,0.5,3,19994207,9997104,GCA_018593895.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna
5917,0.5,3,20005895,10002948,GCA_009849235.1.fna_post_extract.fna|GCA_009849285.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna
5918,0.5,3,19999648,9999824,GCA_009849285.1.fna_post_extract.fna|GCA_020423645.1.fna_post_extract.fna|GCA_009852365.1.fna_post_extract.fna
5919,0.5,3,19993502,9996751,GCA_018593965.1.fna_post_extract.fna|GCA_018592035.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna
5920,0.5,3,20006409,10003204,GCA_009850065.1.fna_post_extract.fna|GCA_018593835.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna
5921,0.5,3,19992684,9996342,GCA_009852105.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna|GCA_018594025.1.fna_post_extract.fna
5922,0.5,3,19994583,9997292,GCA_009851965.1.fna_post_extract.fna|GCA_018594235.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna
5923,0.5,3,19994056,9997028,GCA_009851585.1.fna_post_extract.fna|GCA_018594185.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna
5924,0.5,3,19999808,9999904,GCA_009851825.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_009848675.1.fna_post_extract.fna
5925,0.5,3,20000446,10000223,GCA_009849235.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna
5926,0.5,3,19999807,9999904,GCA_018594025.1.fna_post_extract.fna|GCA_020423435.1.fna_post_extract.fna|GCA_018593675.1.fna_post_extract.fna
5927,0.5,3,20002002,10001001,GCA_009849315.1.fna_post_extract.fna|GCA_009851965.1.fna_post_extract.fna|GCA_009851735.1.fna_post_extract.fna
5928,0.5,3,20000434,10000217,GCA_009848665.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna
5929,0.5,3,20000764,10000382,GCA_018594015.1.fna_post_extract.fna|GCA_018593735.1.fna_post_extract.fna|GCA_009849025.1.fna_post_extract.fna
5930,0.5,3,20004986,10002493,GCA_020423475.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna
5931,0.5,3,20000907,10000454,GCA_009848855.1.fna_post_extract.fna|GCA_009850085.1.fna_post_extract.fna|GCA_018594015.1.fna_post_extract.fna
5932,0.5,3,19999647,9999824,GCA_009849105.1.fna_post_extract.fna|GCA_009849285.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna
5933,0.5,3,19999063,9999532,GCA_020423455.1.fna_post_extract.fna|GCA_016452505.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna
5934,0.5,3,20008385,10004192,GCA_016452505.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_009852155.1.fna_post_extract.fna
5935,0.5,3,20008317,10004158,GCA_018593555.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna
5936,0.5,3,19996437,9998218,GCA_020423455.1.fna_post_extract.fna|GCA_009849455.1.fna_post_extract.fna|GCA_009850125.1.fna_post_extract.fna
5937,0.5,3,19998235,9999118,GCA_018592035.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna
5938,0.5,3,20002201,10001100,GCA_009848705.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_009850225.1.fna_post_extract.fna
5939,0.5,3,19993709,9996854,GCA_009849195.1.fna_post_extract.fna|GCA_018593995.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna
5940,0.5,3,19997694,9998847,GCA_016453585.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna|GCA_009850005.1.fna_post_extract.fna
5941,0.5,3,20000587,10000294,GCA_009848855.1.fna_post_extract.fna|GCA_030015125.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna
5942,0.5,3,19998768,9999384,GCA_009851825.1.fna_post_extract.fna|GCA_018594025.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna
5943,0.5,3,19996917,9998458,GCA_018594095.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009850185.1.fna_post_extract.fna
5944,0.5,3,20004067,10002034,GCA_009849065.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna
5945,0.5,3,19999905,9999952,GCA_009851795.1.fna_post_extract.fna|GCA_009852345.1.fna_post_extract.fna|GCA_009849375.1.fna_post_extract.fna
5946,0.5,3,19992346,9996173,GCA_009849355.1.fna_post_extract.fna|GCA_029855905.1.fna_post_extract.fna|GCA_018594175.1.fna_post_extract.fna
5947,0.5,3,19997094,9998547,GCA_029855505.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna
5948,0.5,3,20005216,10002608,GCA_009850125.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna
5949,0.5,3,19991907,9995954,GCA_029855825.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna|GCA_009851715.1.fna_post_extract.fna
5950,0.5,3,20001660,10000830,GCA_009849465.1.fna_post_extract.fna|GCA_020423435.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna
5951,0.5,3,19997205,9998602,GCA_018594025.1.fna_post_extract.fna|GCA_018593415.1.fna_post_extract.fna|GCA_009848815.1.fna_post_extract.fna
5952,0.5,3,19994804,9997402,GCA_009848815.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna|GCA_029855625.1.fna_post_extract.fna
5953,0.5,3,19998385,9999192,GCA_009849375.1.fna_post_extract.fna|GCA_009850085.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna
5954,0.5,3,20001937,10000968,GCA_009851905.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna|GCA_020423455.1.fna_post_extract.fna
5955,0.5,3,19997260,9998630,GCA_009852365.1.fna_post_extract.fna|GCA_009849455.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna
5956,0.5,3,20001628,10000814,GCA_018594025.1.fna_post_extract.fna|GCA_018594645.1.fna_post_extract.fna|GCA_009852335.1.fna_post_extract.fna
5957,0.5,3,20004584,10002292,GCA_009848755.1.fna_post_extract.fna|GCA_009851875.1.fna_post_extract.fna|GCA_009850255.1.fna_post_extract.fna
5958,0.5,3,19995151,9997576,GCA_009851825.1.fna_post_extract.fna|GCA_029855665.1.fna_post_extract.fna|GCA_009851805.1.fna_post_extract.fna
5959,0.5,3,20006057,10003028,GCA_009851795.1.fna_post_extract.fna|GCA_029855885.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna
5960,0.5,3,20010014,10005007,GCA_018593715.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_018593965.1.fna_post_extract.fna
5961,0.5,3,19999801,9999900,GCA_029855665.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna
5962,0.5,3,19998364,9999182,GCA_018594025.1.fna_post_extract.fna|GCA_018593955.1.fna_post_extract.fna|GCA_018594035.1.fna_post_extract.fna
5963,0.5,3,19994598,9997299,GCA_009848855.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_018594255.1.fna_post_extract.fna
5964,0.5,3,19998448,9999224,GCA_009848705.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna|GCA_009848825.1.fna_post_extract.fna
5965,0.5,3,19995259,9997630,GCA_018593675.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_016453585.1.fna_post_extract.fna
5966,0.5,3,20000081,10000040,GCA_009849495.1.fna_post_extract.fna|GCA_009848925.1.fna_post_extract.fna|GCA_020423475.1.fna_post_extract.fna
5967,0.5,3,20004720,10002360,GCA_018593675.1.fna_post_extract.fna|GCA_009849355.1.fna_post_extract.fna|GCA_018593715.1.fna_post_extract.fna
5968,0.5,3,20004432,10002216,GCA_009848925.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna
5969,0.5,3,20003187,10001594,GCA_009852285.1.fna_post_extract.fna|GCA_009849235.1.fna_post_extract.fna|GCA_009851565.1.fna_post_extract.fna
5970,0.5,3,20008030,10004015,GCA_018593735.1.fna_post_extract.fna|GCA_009848825.1.fna_post_extract.fna|GCA_029855645.1.fna_post_extract.fna
5971,0.5,3,19995162,9997581,GCA_009849465.1.fna_post_extract.fna|GCA_018594155.1.fna_post_extract.fna|GCA_029855845.1.fna_post_extract.fna
5972,0.5,3,19993374,9996687,GCA_029855625.1.fna_post_extract.fna|GCA_009849465.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna
5973,0.5,3,19997392,9998696,GCA_018594185.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna
5974,0.5,3,19994862,9997431,GCA_009851795.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna
5975,0.5,3,20003642,10001821,GCA_016452505.1.fna_post_extract.fna|GCA_009851795.1.fna_post_extract.fna|GCA_009848995.1.fna_post_extract.fna
5976,0.5,3,19997689,9998844,GCA_009849355.1.fna_post_extract.fna|GCA_009849105.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna
5977,0.5,3,20001103,10000552,GCA_009851805.1.fna_post_extract.fna|GCA_009848935.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna
5978,0.5,3,20003824,10001912,GCA_009851875.1.fna_post_extract.fna|GCA_009851845.1.fna_post_extract.fna|GCA_009851745.1.fna_post_extract.fna
5979,0.5,3,19999123,9999562,GCA_016453425.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_009850065.1.fna_post_extract.fna
5980,0.5,3,19998251,9999126,GCA_018593935.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_029855465.1.fna_post_extract.fna
5981,0.5,3,20003118,10001559,GCA_009849235.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna
5982,0.5,3,19993444,9996722,GCA_009850005.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_009852195.1.fna_post_extract.fna
5983,0.5,3,19996695,9998348,GCA_018593955.1.fna_post_extract.fna|GCA_029855825.1.fna_post_extract.fna|GCA_009848855.1.fna_post_extract.fna
5984,0.5,3,19999656,9999828,GCA_018593915.1.fna_post_extract.fna|GCA_009849285.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna
5985,0.5,3,19993087,9996544,GCA_016452505.1.fna_post_extract.fna|GCA_009849095.1.fna_post_extract.fna|GCA_009849425.1.fna_post_extract.fna
5986,0.5,3,20001374,10000687,GCA_009851715.1.fna_post_extract.fna|GCA_009848745.1.fna_post_extract.fna|GCA_016453425.1.fna_post_extract.fna
5987,0.5,3,19999704,9999852,GCA_029855625.1.fna_post_extract.fna|GCA_018593915.1.fna_post_extract.fna|GCA_009849185.1.fna_post_extract.fna
5988,0.5,3,19996773,9998386,GCA_029855665.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna
5989,0.5,3,19999489,9999744,GCA_020423645.1.fna_post_extract.fna|GCA_029855565.1.fna_post_extract.fna|GCA_009848965.1.fna_post_extract.fna
5990,0.5,3,19999364,9999682,GCA_009851795.1.fna_post_extract.fna|GCA_029989465.1.fna_post_extract.fna|GCA_009849555.1.fna_post_extract.fna
5991,0.5,3,20000364,10000182,GCA_009850255.1.fna_post_extract.fna|GCA_009851605.1.fna_post_extract.fna|GCA_009848705.1.fna_post_extract.fna
5992,0.5,3,20004711,10002356,GCA_018594155.1.fna_post_extract.fna|GCA_009851785.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna
5993,0.5,3,19995725,9997862,GCA_009848855.1.fna_post_extract.fna|GCA_009849855.1.fna_post_extract.fna|GCA_029855605.1.fna_post_extract.fna
5994,0.5,3,20003314,10001657,GCA_009850125.1.fna_post_extract.fna|GCA_009850175.1.fna_post_extract.fna|GCA_009849055.1.fna_post_extract.fna
5995,0.5,3,19991968,9995984,GCA_009851545.1.fna_post_extract.fna|GCA_018594095.1.fna_post_extract.fna|GCA_009851905.1.fna_post_extract.fna
5996,0.5,3,19999454,9999727,GCA_018593635.1.fna_post_extract.fna|GCA_009849455.1.fna_post_extract.fna|GCA_029855345.1.fna_post_extract.fna
5997,0.5,3,20005874,10002937,GCA_009850065.1.fna_post_extract.fna|GCA_018593555.1.fna_post_extract.fna|GCA_018593755.1.fna_post_extract.fna
5998,0.5,3,19999750,9999875,GCA_009848675.1.fna_post_extract.fna|GCA_009851825.1.fna_post_extract.fna|GCA_009849095.1.fna_post_extract.fna
5999,0.5,3,19996986,9998493,GCA_018593555.1.fna_post_extract.fna|GCA_018593635.1.fna_post_extract.fna|GCA_018594125.1.fna_post_extract.fna
6000,0.5,3,20003375,10001688,GCA_009852195.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_030015125.1.fna_post_extract.fna
6001,0.7,3,20003942,14002759,GCA_009851965.1.fna_post_extract.fna|GCA_009849385.1.fna_post_extract.fna|GCA_009849955.1.fna_post_extract.fna
6002,0.7,3,20005946,14004162,GCA_029855625.1.fna_post_extract.fna|GCA_009851585.1.fna_post_extract.fna|GCA_029855345.1.fna_post_extract.fna
6003,0.7,3,19999703,13999792,GCA_009849925.1.fna_post_extract.fna|GCA_009849015.1.fna_post_extract.fna|GCA_018593895.1.fna_post_extract.fna
6004,0.7,3,19997631,13998342,GCA_018593995.1.fna_post_extract.fna|GCA_009848805.1.fna_post_extract.fna|GCA_018594185.1.fna_post_extract.fna
6005,0.7,3,19988017,13991612,GCA_009848995.1.fna_post_extract.fna|GCA_009849005.1.fna_post_extract.fna|GCA_009850145.1.fna_post_extract.fna
6006,0.7,3,20002169,14001518,GCA_009849235.1.fna_post_extract.fna|GCA_009850135.1.fna_post_extract.fna|GCA_009849965.1.fna_post_extract.fna
